topic,device,timestamp,count
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_07,19865
android_phone_usage_event,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_16,1
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_18,2
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171207_23,5
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_03,23078
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_20,32156
android_phone_bluetooth_devices,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_18,3
android_phone_gyroscope,4730ce67-e1e7-4cf2-8953-1503398af995,20171208_12,482
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_17,2
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_10,8
android_phone_light,f12da128-2fba-467b-8810-3131c95afcd1,20171201_18,41960
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171210_11,1
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_13,21055
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_09,10
android_phone_battery_level,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_22,2895
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_05,2
android_phone_acceleration,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_02,18449
android_phone_acceleration,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_21,35954
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_19,2
android_phone_sms_unread,695a8490-cf60-4936-9e0f-bed804c2f7db,20171207_13,1
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_12,44
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_06,7
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_22,15
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_05,18841
android_phone_gyroscope,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_16,22503
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171209_08,2
android_phone_contacts,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_06,40
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_21,11
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_14,2
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_22,12
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_14,2
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_20,19498
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_21,61
application_server_status,8f193786-3d9f-4bef-90d4-525f2cdb1e10,20171207_16,1
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_03,40
android_phone_step_count,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_19,128
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_09,64
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_15,26407
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_14,2
android_empatica_e4_electrodermal_activity,c3fac204-8871-467f-a9e4-89af6aff4407,20171206_10,618
android_phone_step_count,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_11,17999
android_phone_contacts,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_15,56
android_phone_user_interaction,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_17,17
android_phone_relative_location,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_10,5
android_phone_contacts,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171208_01,59
application_record_counts,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171209_13,3
application_record_counts,c16b66e3-666d-4eff-97de-f626b257c6d9,20171206_11,1
android_phone_step_count,695a8490-cf60-4936-9e0f-bed804c2f7db,20171207_13,269
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_03,7
android_phone_bluetooth_devices,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_05,1
android_phone_battery_level,0dac7183-39ee-4f22-bb29-2c8813b288cd,20171130_13,288
android_phone_step_count,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171206_12,1
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_12,30
android_phone_battery_level,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_07,1428
android_phone_light,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_07,27
application_record_counts,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171209_12,4
android_phone_step_count,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171208_05,9
android_phone_contacts,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171205_16,12
application_server_status,691415c1-4e99-4f5b-9763-eab324352ef0,20171208_06,1
android_phone_step_count,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_22,51
android_phone_light,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171206_12,2
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_09,37650
application_uptime,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171208_13,4
android_phone_contacts,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_09,18
android_phone_sms_unread,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_09,4
android_phone_battery_level,f12da128-2fba-467b-8810-3131c95afcd1,20171201_21,13679
android_phone_relative_location,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_15,3
android_phone_sms_unread,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_11,3
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_17,26676
android_phone_sms_unread,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171205_10,4
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_19,19846
android_phone_acceleration,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_15,35561
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_03,7890
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_13,19854
android_phone_light,7e6e3047-6257-4ea3-9ad6-ed48f351d404,20171130_10,136
android_phone_contacts,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_20,61
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171209_17,2
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_08,9
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_19,1
android_phone_magnetic_field,df07daba-7ce1-4855-9241-9a3679ca4478,20171208_11,18937
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_22,18003
android_phone_relative_location,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_09,5
android_phone_sms,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171204_11,1
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_01,1
android_phone_acceleration,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_08,155
android_phone_gyroscope,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_16,17978
android_phone_bluetooth_devices,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171210_19,2
android_phone_usage_event,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_17,14
application_record_counts,c790fe3d-8d84-4a73-98fc-a779fb5763df,20171206_14,1
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171204_17,1
android_phone_gyroscope,695a8490-cf60-4936-9e0f-bed804c2f7db,20171206_15,19025
android_phone_acceleration,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171130_10,12744
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_23,2
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_09,38990
android_phone_light,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171206_21,18971
application_record_counts,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171207_18,1
android_phone_acceleration,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_23,17979
android_phone_relative_location,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_16,13
android_phone_battery_level,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_17,5390
android_phone_bluetooth_devices,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_11,7
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171209_16,1
android_phone_step_count,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171207_08,2
android_phone_usage_event,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_06,55
application_server_status,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171208_13,1
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_10,49542
android_phone_battery_level,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171208_18,13090
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_08,20884
android_phone_usage_event,695a8490-cf60-4936-9e0f-bed804c2f7db,20171207_07,11
android_phone_battery_level,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171209_09,3970
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171206_21,1
android_phone_acceleration,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171205_15,25018
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_08,21551
android_phone_bluetooth_devices,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171129_22,1
android_phone_gyroscope,695a8490-cf60-4936-9e0f-bed804c2f7db,20171207_13,10997
android_phone_acceleration,f27a46d0-a505-4fd7-9d7d-3090bfd9bb84,20171207_16,614
android_phone_usage_event,7c82a31e-9623-47f1-ae15-ce7f5c80e4de,20171207_06,16
android_phone_light,7d69b951-b6fe-4a38-b0bf-5200c70b4f86,20171130_08,3784
android_phone_relative_location,9b2f3583-331d-4d6e-b179-3eef66e455d6,20171207_06,4
android_phone_user_interaction,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_17,5
questionnaire_phq8,1bef6c75-c226-4752-b71d-d8fff5970f74,499010108_16,1
android_phone_light,791e3f93-c19d-4b9c-a8d5-f8adee3730cc,20171208_12,90
android_phone_light,734ba51c-68db-47b0-bb45-39c88cd49473,20171211_02,19989
application_server_status,08fcaf53-1305-4618-b7a6-68606b4b91b0,20171211_07,2
android_phone_contacts,734ba51c-68db-47b0-bb45-39c88cd49473,20171208_13,11
android_phone_acceleration,734ba51c-68db-47b0-bb45-39c88cd49473,20171207_19,20620
application_record_counts,c790fe3d-8d84-4a73-98fc-a779fb5763df,20171206_13,4
application_record_counts,f43b5b0d-e8dc-4104-93f9-ad09d1aa0079,20171207_18,1
android_phone_bluetooth_devices,8fa1cdde-0ed3-4884-9784-17920d38cbdc,20171205_15,1
android_phone_light,64adf7b9-f725-4a25-a1fe-26f36a0b1567,20171207_19,2
android_phone_gyroscope,734ba51c-68db-47b0-bb45-39c88cd49473,20171206_20,17368
android_phone_magnetic_field,734ba51c-68db-47b0-bb45-39c88cd49473,20171210_11,19857
android_phone_bluetooth_devices,98fc6645-6ea1-4e42-b9ff-8b86d63a3749,20171205_22,1
